date,time,datetime,day,time_of_day,hour,payment_method,card_no.,amount,coffee_name
2024-07-18,11:34:48.437000,2024-07-18 11:34:48.437,Thursday,Morning,11,card,ANON-0000-0000-0059,23.02,Americano
2024-07-18,11:35:51.505000,2024-07-18 11:35:51.505,Thursday,Morning,11,card,ANON-0000-0000-0059,23.02,Cortado
2024-07-18,13:23:33.812000,2024-07-18 13:23:33.812,Thursday,Afternoon,13,card,ANON-0000-0000-0375,32.82,Latte
2024-07-18,18:18:23.378000,2024-07-18 18:18:23.378,Thursday,Evening,18,card,ANON-0000-0000-0382,32.82,Cappuccino
2024-07-18,19:30:50.562000,2024-07-18 19:30:50.562,Thursday,Evening,19,card,ANON-0000-0000-0009,32.82,Latte
2024-07-18,21:19:41.814000,2024-07-18 21:19:41.814,Thursday,Evening,21,card,ANON-0000-0000-0383,32.82,Hot Chocolate
2024-07-18,21:21:59.855000,2024-07-18 21:21:59.855,Thursday,Evening,21,card,ANON-0000-0000-0383,32.82,Latte
2024-07-18,21:46:18.674000,2024-07-18 21:46:18.674,Thursday,Evening,21,card,ANON-0000-0000-0384,32.82,Latte
2024-07-19,11:03:02.341000,2024-07-19 11:03:02.341,Friday,Morning,11,card,ANON-0000-0000-0375,23.02,Americano
2024-07-19,11:16:20.509000,2024-07-19 11:16:20.509,Friday,Morning,11,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024-07-19,12:58:37.561000,2024-07-19 12:58:37.561,Friday,Afternoon,12,card,ANON-0000-0000-0386,32.82,Latte
2024-07-19,12:59:55.383000,2024-07-19 12:59:55.383,Friday,Afternoon,12,card,ANON-0000-0000-0386,27.92,Americano with Milk
2024-07-19,14:09:20.716000,2024-07-19 14:09:20.716,Friday,Afternoon,14,card,ANON-0000-0000-0384,32.82,Latte
2024-07-19,14:11:22.105000,2024-07-19 14:11:22.105,Friday,Afternoon,14,card,ANON-0000-0000-0384,32.82,Cocoa
2024-07-19,16:36:19.272000,2024-07-19 16:36:19.272,Friday,Afternoon,16,card,ANON-0000-0000-0384,32.82,Latte
2024-07-19,16:37:35.808000,2024-07-19 16:37:35.808,Friday,Afternoon,16,card,ANON-0000-0000-0384,32.82,Latte
2024-07-20,08:05:44.469000,2024-07-20 08:05:44.469,Saturday,Morning,8,card,ANON-0000-0000-0387,23.02,Americano
2024-07-20,08:06:48.685000,2024-07-20 08:06:48.685,Saturday,Morning,8,card,ANON-0000-0000-0387,32.82,Latte
2024-07-20,08:07:51.433000,2024-07-20 08:07:51.433,Saturday,Morning,8,card,ANON-0000-0000-0387,23.02,Americano
2024-07-20,09:00:53.605000,2024-07-20 09:00:53.605,Saturday,Morning,9,card,ANON-0000-0000-0388,32.82,Latte
2024-07-20,09:02:27.848000,2024-07-20 09:02:27.848,Saturday,Morning,9,card,ANON-0000-0000-0389,32.82,Latte
2024-07-20,10:39:21.044000,2024-07-20 10:39:21.044,Saturday,Morning,10,card,ANON-0000-0000-0390,23.02,Americano
2024-07-20,15:15:09.221000,2024-07-20 15:15:09.221,Saturday,Afternoon,15,card,ANON-0000-0000-0391,32.82,Latte
2024-07-21,10:30:55.818000,2024-07-21 10:30:55.818,Sunday,Morning,10,card,ANON-0000-0000-0367,32.82,Cocoa
2024-07-21,11:39:28.776000,2024-07-21 11:39:28.776,Sunday,Morning,11,card,ANON-0000-0000-0392,32.82,Cappuccino
2024-07-21,13:34:30.849000,2024-07-21 13:34:30.849,Sunday,Afternoon,13,card,ANON-0000-0000-0393,23.02,Cortado
2024-07-21,13:42:31.444000,2024-07-21 13:42:31.444,Sunday,Afternoon,13,card,ANON-0000-0000-0394,32.82,Latte
2024-07-22,08:13:23.147000,2024-07-22 08:13:23.147,Monday,Morning,8,card,ANON-0000-0000-0375,23.02,Americano
2024-07-22,08:40:49.554000,2024-07-22 08:40:49.554,Monday,Morning,8,card,ANON-0000-0000-0395,23.02,Americano
2024-07-22,10:15:37.266000,2024-07-22 10:15:37.266,Monday,Morning,10,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024-07-22,16:44:37.593000,2024-07-22 16:44:37.593,Monday,Afternoon,16,card,ANON-0000-0000-0396,32.82,Latte
2024-07-23,08:12:56.229000,2024-07-23 08:12:56.229,Tuesday,Morning,8,card,ANON-0000-0000-0197,32.82,Latte
2024-07-23,08:40:18.981000,2024-07-23 08:40:18.981,Tuesday,Morning,8,card,ANON-0000-0000-0395,23.02,Americano
2024-07-23,08:44:53.816000,2024-07-23 08:44:53.816,Tuesday,Morning,8,card,ANON-0000-0000-0397,27.92,Americano with Milk
2024-07-23,08:49:25.107000,2024-07-23 08:49:25.107,Tuesday,Morning,8,card,ANON-0000-0000-0398,32.82,Cocoa
2024-07-23,08:51:10.365000,2024-07-23 08:51:10.365,Tuesday,Morning,8,card,ANON-0000-0000-0399,32.82,Latte
2024-07-23,09:01:45.707000,2024-07-23 09:01:45.707,Tuesday,Morning,9,card,ANON-0000-0000-0375,23.02,Americano
2024-07-23,10:03:36.492000,2024-07-23 10:03:36.492,Tuesday,Morning,10,card,ANON-0000-0000-0400,27.92,Americano with Milk
2024-07-23,15:20:04.971000,2024-07-23 15:20:04.971,Tuesday,Afternoon,15,card,ANON-0000-0000-0401,27.92,Americano with Milk
2024-07-23,15:21:01.280000,2024-07-23 15:21:01.280,Tuesday,Afternoon,15,card,ANON-0000-0000-0401,32.82,Latte
2024-07-23,21:01:40.612000,2024-07-23 21:01:40.612,Tuesday,Evening,21,card,ANON-0000-0000-0009,32.82,Latte
2024-07-23,21:23:13.501000,2024-07-23 21:23:13.501,Tuesday,Evening,21,card,ANON-0000-0000-0012,23.02,Americano
2024-07-23,21:24:22.609000,2024-07-23 21:24:22.609,Tuesday,Evening,21,card,ANON-0000-0000-0012,23.02,Americano
2024-07-24,09:16:09.814000,2024-07-24 09:16:09.814,Wednesday,Morning,9,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-24,09:38:55.007000,2024-07-24 09:38:55.007,Wednesday,Morning,9,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024-07-24,09:54:37.456000,2024-07-24 09:54:37.456,Wednesday,Morning,9,card,ANON-0000-0000-0402,18.12,Espresso
2024-07-24,11:43:53.121000,2024-07-24 11:43:53.121,Wednesday,Morning,11,card,ANON-0000-0000-0379,32.82,Cappuccino
2024-07-24,13:55:13.821000,2024-07-24 13:55:13.821,Wednesday,Afternoon,13,card,ANON-0000-0000-0399,32.82,Latte
2024-07-24,14:45:49.766000,2024-07-24 14:45:49.766,Wednesday,Afternoon,14,card,ANON-0000-0000-0012,18.12,Espresso
2024-07-24,15:18:30.522000,2024-07-24 15:18:30.522,Wednesday,Afternoon,15,card,ANON-0000-0000-0009,32.82,Latte
2024-07-24,19:15:05.678000,2024-07-24 19:15:05.678,Wednesday,Evening,19,card,ANON-0000-0000-0205,32.82,Cappuccino
2024-07-24,19:16:59.779000,2024-07-24 19:16:59.779,Wednesday,Evening,19,card,ANON-0000-0000-0205,32.82,Cappuccino
2024-07-24,21:17:36.797000,2024-07-24 21:17:36.797,Wednesday,Evening,21,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-07-24,21:18:41.294000,2024-07-24 21:18:41.294,Wednesday,Evening,21,card,ANON-0000-0000-0040,23.02,Americano
2024-07-24,21:25:17.493000,2024-07-24 21:25:17.493,Wednesday,Evening,21,card,ANON-0000-0000-0012,23.02,Americano
2024-07-25,07:54:47.935000,2024-07-25 07:54:47.935,Thursday,Morning,7,card,ANON-0000-0000-0012,23.02,Americano
2024-07-25,08:49:18.428000,2024-07-25 08:49:18.428,Thursday,Morning,8,card,ANON-0000-0000-0399,32.82,Latte
2024-07-25,10:29:44.629000,2024-07-25 10:29:44.629,Thursday,Morning,10,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024-07-25,11:26:04.701000,2024-07-25 11:26:04.701,Thursday,Morning,11,card,ANON-0000-0000-0375,23.02,Americano
2024-07-25,15:25:06.512000,2024-07-25 15:25:06.512,Thursday,Afternoon,15,card,ANON-0000-0000-0403,32.82,Cappuccino
2024-07-25,19:21:00.764000,2024-07-25 19:21:00.764,Thursday,Evening,19,card,ANON-0000-0000-0257,32.82,Cappuccino
2024-07-25,21:06:01.272000,2024-07-25 21:06:01.272,Thursday,Evening,21,card,ANON-0000-0000-0404,23.02,Cortado
2024-07-25,21:06:50.002000,2024-07-25 21:06:50.002,Thursday,Evening,21,card,ANON-0000-0000-0404,18.12,Espresso
2024-07-25,22:38:51.330000,2024-07-25 22:38:51.330,Thursday,Evening,22,card,ANON-0000-0000-0328,23.02,Cortado
2024-07-25,22:39:46.790000,2024-07-25 22:39:46.790,Thursday,Evening,22,card,ANON-0000-0000-0405,32.82,Cocoa
2024-07-26,08:33:01.273000,2024-07-26 08:33:01.273,Friday,Morning,8,card,ANON-0000-0000-0406,32.82,Latte
2024-07-26,09:19:37.376000,2024-07-26 09:19:37.376,Friday,Morning,9,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-26,09:20:34.344000,2024-07-26 09:20:34.344,Friday,Morning,9,card,ANON-0000-0000-0059,18.12,Espresso
2024-07-26,09:33:11.511000,2024-07-26 09:33:11.511,Friday,Morning,9,card,ANON-0000-0000-0407,23.02,Cortado
2024-07-26,09:34:16.633000,2024-07-26 09:34:16.633,Friday,Morning,9,card,ANON-0000-0000-0407,23.02,Cortado
2024-07-26,09:59:07.867000,2024-07-26 09:59:07.867,Friday,Morning,9,card,ANON-0000-0000-0408,32.82,Latte
2024-07-26,10:00:02.719000,2024-07-26 10:00:02.719,Friday,Morning,10,card,ANON-0000-0000-0408,32.82,Latte
2024-07-26,11:47:13.855000,2024-07-26 11:47:13.855,Friday,Morning,11,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024-07-26,12:07:01.670000,2024-07-26 12:07:01.670,Friday,Afternoon,12,card,ANON-0000-0000-0379,27.92,Americano with Milk
2024-07-26,12:28:08.044000,2024-07-26 12:28:08.044,Friday,Afternoon,12,card,ANON-0000-0000-0339,32.82,Cappuccino
2024-07-26,12:29:17.708000,2024-07-26 12:29:17.708,Friday,Afternoon,12,card,ANON-0000-0000-0339,32.82,Cappuccino
2024-07-26,13:09:56.138000,2024-07-26 13:09:56.138,Friday,Afternoon,13,card,ANON-0000-0000-0409,32.82,Latte
2024-07-26,17:23:29.347000,2024-07-26 17:23:29.347,Friday,Evening,17,card,ANON-0000-0000-0410,23.02,Americano
2024-07-26,17:58:29.217000,2024-07-26 17:58:29.217,Friday,Evening,17,card,ANON-0000-0000-0411,32.82,Cappuccino
2024-07-26,21:15:09.612000,2024-07-26 21:15:09.612,Friday,Evening,21,card,ANON-0000-0000-0009,32.82,Latte
2024-07-26,22:49:52.318000,2024-07-26 22:49:52.318,Friday,Evening,22,card,ANON-0000-0000-0412,27.92,Americano with Milk
2024-07-27,09:09:16.457000,2024-07-27 09:09:16.457,Saturday,Morning,9,card,ANON-0000-0000-0097,32.82,Cappuccino
2024-07-27,11:55:31.381000,2024-07-27 11:55:31.381,Saturday,Morning,11,card,ANON-0000-0000-0413,27.92,Americano with Milk
2024-07-27,12:25:10.115000,2024-07-27 12:25:10.115,Saturday,Afternoon,12,card,ANON-0000-0000-0059,27.92,Americano with Milk
2024-07-27,12:26:13.159000,2024-07-27 12:26:13.159,Saturday,Afternoon,12,card,ANON-0000-0000-0040,18.12,Espresso
2024-07-27,12:33:23.070000,2024-07-27 12:33:23.070,Saturday,Afternoon,12,card,ANON-0000-0000-0059,27.92,Americano with Milk
2024-07-27,14:28:41.904000,2024-07-27 14:28:41.904,Saturday,Afternoon,14,card,ANON-0000-0000-0225,18.12,Espresso
2024-07-27,14:51:53.196000,2024-07-27 14:51:53.196,Saturday,Afternoon,14,card,ANON-0000-0000-0077,32.82,Latte
2024-07-27,17:02:33.358000,2024-07-27 17:02:33.358,Saturday,Evening,17,card,ANON-0000-0000-0414,32.82,Cappuccino
2024-07-27,17:03:39.112000,2024-07-27 17:03:39.112,Saturday,Evening,17,card,ANON-0000-0000-0415,32.82,Cappuccino
2024-07-27,17:09:00.424000,2024-07-27 17:09:00.424,Saturday,Evening,17,card,ANON-0000-0000-0416,27.92,Americano with Milk
2024-07-27,17:10:08.074000,2024-07-27 17:10:08.074,Saturday,Evening,17,card,ANON-0000-0000-0416,27.92,Americano with Milk
2024-07-27,20:55:20.175000,2024-07-27 20:55:20.175,Saturday,Evening,20,card,ANON-0000-0000-0009,32.82,Latte
2024-07-27,22:56:23.915000,2024-07-27 22:56:23.915,Saturday,Evening,22,card,ANON-0000-0000-0417,32.82,Cappuccino
2024-07-28,11:07:25.920000,2024-07-28 11:07:25.920,Sunday,Morning,11,card,ANON-0000-0000-0012,18.12,Espresso
2024-07-28,14:17:54.205000,2024-07-28 14:17:54.205,Sunday,Afternoon,14,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-07-28,14:18:52.196000,2024-07-28 14:18:52.196,Sunday,Afternoon,14,card,ANON-0000-0000-0276,32.82,Latte
2024-07-29,08:12:06.406000,2024-07-29 08:12:06.406,Monday,Morning,8,card,ANON-0000-0000-0418,32.82,Latte
2024-07-29,09:04:47.972000,2024-07-29 09:04:47.972,Monday,Morning,9,card,ANON-0000-0000-0012,23.02,Americano
2024-07-29,09:15:46.155000,2024-07-29 09:15:46.155,Monday,Morning,9,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-29,09:19:44.082000,2024-07-29 09:19:44.082,Monday,Morning,9,card,ANON-0000-0000-0003,23.02,Americano
2024-07-29,09:51:24.747000,2024-07-29 09:51:24.747,Monday,Morning,9,card,ANON-0000-0000-0419,27.92,Americano with Milk
2024-07-29,09:58:29.639000,2024-07-29 09:58:29.639,Monday,Morning,9,card,ANON-0000-0000-0420,32.82,Cappuccino
2024-07-29,10:43:43.961000,2024-07-29 10:43:43.961,Monday,Morning,10,card,ANON-0000-0000-0421,32.82,Hot Chocolate
2024-07-29,10:44:55.846000,2024-07-29 10:44:55.846,Monday,Morning,10,card,ANON-0000-0000-0421,32.82,Hot Chocolate
2024-07-29,19:06:31.131000,2024-07-29 19:06:31.131,Monday,Evening,19,card,ANON-0000-0000-0422,32.82,Cappuccino
2024-07-29,19:30:16.319000,2024-07-29 19:30:16.319,Monday,Evening,19,card,ANON-0000-0000-0099,23.02,Americano
2024-07-29,21:57:34.419000,2024-07-29 21:57:34.419,Monday,Evening,21,card,ANON-0000-0000-0328,32.82,Cocoa
2024-07-30,07:41:10.945000,2024-07-30 07:41:10.945,Tuesday,Morning,7,card,ANON-0000-0000-0423,27.92,Americano with Milk
2024-07-30,08:05:07.216000,2024-07-30 08:05:07.216,Tuesday,Morning,8,card,ANON-0000-0000-0424,23.02,Cortado
2024-07-30,08:20:51.115000,2024-07-30 08:20:51.115,Tuesday,Morning,8,card,ANON-0000-0000-0425,32.82,Cappuccino
2024-07-30,09:13:43.217000,2024-07-30 09:13:43.217,Tuesday,Morning,9,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-30,10:17:11.147000,2024-07-30 10:17:11.147,Tuesday,Morning,10,card,ANON-0000-0000-0141,23.02,Cortado
2024-07-30,10:19:34.213000,2024-07-30 10:19:34.213,Tuesday,Morning,10,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-07-30,10:23:20.120000,2024-07-30 10:23:20.120,Tuesday,Morning,10,card,ANON-0000-0000-0250,32.82,Latte
2024-07-30,11:12:07.359000,2024-07-30 11:12:07.359,Tuesday,Morning,11,card,ANON-0000-0000-0426,23.02,Americano
2024-07-30,11:13:16.218000,2024-07-30 11:13:16.218,Tuesday,Morning,11,card,ANON-0000-0000-0426,18.12,Espresso
2024-07-30,11:14:41.678000,2024-07-30 11:14:41.678,Tuesday,Morning,11,card,ANON-0000-0000-0427,27.92,Americano with Milk
2024-07-30,11:16:01.630000,2024-07-30 11:16:01.630,Tuesday,Morning,11,card,ANON-0000-0000-0428,27.92,Americano with Milk
2024-07-30,11:30:34.737000,2024-07-30 11:30:34.737,Tuesday,Morning,11,card,ANON-0000-0000-0429,27.92,Americano with Milk
2024-07-30,11:31:40.809000,2024-07-30 11:31:40.809,Tuesday,Morning,11,card,ANON-0000-0000-0430,27.92,Americano with Milk
2024-07-30,12:08:07.508000,2024-07-30 12:08:07.508,Tuesday,Afternoon,12,card,ANON-0000-0000-0431,32.82,Latte
2024-07-30,15:16:09.628000,2024-07-30 15:16:09.628,Tuesday,Afternoon,15,card,ANON-0000-0000-0432,27.92,Americano with Milk
2024-07-30,16:08:52.876000,2024-07-30 16:08:52.876,Tuesday,Afternoon,16,card,ANON-0000-0000-0433,23.02,Cortado
2024-07-30,16:09:43.627000,2024-07-30 16:09:43.627,Tuesday,Afternoon,16,card,ANON-0000-0000-0433,27.92,Americano with Milk
2024-07-30,20:24:19.874000,2024-07-30 20:24:19.874,Tuesday,Evening,20,card,ANON-0000-0000-0434,18.12,Espresso
2024-07-30,20:53:51.866000,2024-07-30 20:53:51.866,Tuesday,Evening,20,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-30,20:54:46.316000,2024-07-30 20:54:46.316,Tuesday,Evening,20,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-07-30,20:57:02.324000,2024-07-30 20:57:02.324,Tuesday,Evening,20,card,ANON-0000-0000-0347,27.92,Americano with Milk
2024-07-30,21:33:19.198000,2024-07-30 21:33:19.198,Tuesday,Evening,21,card,ANON-0000-0000-0435,32.82,Latte
2024-07-30,22:15:21.484000,2024-07-30 22:15:21.484,Tuesday,Evening,22,card,ANON-0000-0000-0436,23.02,Americano
2024-07-30,22:16:19.260000,2024-07-30 22:16:19.260,Tuesday,Evening,22,card,ANON-0000-0000-0436,32.82,Cappuccino
2024-07-31,07:59:52.098000,2024-07-31 07:59:52.098,Wednesday,Morning,7,card,ANON-0000-0000-0423,27.92,Americano with Milk
2024-07-31,08:37:41.943000,2024-07-31 08:37:41.943,Wednesday,Morning,8,card,ANON-0000-0000-0437,27.92,Americano with Milk
2024-07-31,08:38:38.236000,2024-07-31 08:38:38.236,Wednesday,Morning,8,card,ANON-0000-0000-0437,27.92,Americano with Milk
2024-07-31,09:54:45.315000,2024-07-31 09:54:45.315,Wednesday,Morning,9,card,ANON-0000-0000-0388,23.02,Americano
2024-07-31,09:55:45.142000,2024-07-31 09:55:45.142,Wednesday,Morning,9,card,ANON-0000-0000-0388,23.02,Americano
2024-07-31,09:58:15.863000,2024-07-31 09:58:15.863,Wednesday,Morning,9,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-07-31,13:11:42.609000,2024-07-31 13:11:42.609,Wednesday,Afternoon,13,card,ANON-0000-0000-0384,32.82,Cocoa
2024-07-31,13:14:00.286000,2024-07-31 13:14:00.286,Wednesday,Afternoon,13,card,ANON-0000-0000-0384,32.82,Latte
2024-07-31,13:24:49.437000,2024-07-31 13:24:49.437,Wednesday,Afternoon,13,card,ANON-0000-0000-0438,27.92,Americano with Milk
2024-07-31,17:48:06.787000,2024-07-31 17:48:06.787,Wednesday,Evening,17,card,ANON-0000-0000-0439,23.02,Cortado
2024-07-31,18:04:14.972000,2024-07-31 18:04:14.972,Wednesday,Evening,18,card,ANON-0000-0000-0440,32.82,Latte
2024-07-31,19:22:38.883000,2024-07-31 19:22:38.883,Wednesday,Evening,19,card,ANON-0000-0000-0441,23.02,Cortado
2024-07-31,19:28:45.141000,2024-07-31 19:28:45.141,Wednesday,Evening,19,card,ANON-0000-0000-0009,32.82,Latte
2024-07-31,20:46:42.418000,2024-07-31 20:46:42.418,Wednesday,Evening,20,card,ANON-0000-0000-0442,32.82,Cocoa
2024-07-31,20:50:07.411000,2024-07-31 20:50:07.411,Wednesday,Evening,20,card,ANON-0000-0000-0443,23.02,Cortado
2024-07-31,20:51:10.383000,2024-07-31 20:51:10.383,Wednesday,Evening,20,card,ANON-0000-0000-0443,32.82,Latte
2024-07-31,20:52:14.802000,2024-07-31 20:52:14.802,Wednesday,Evening,20,card,ANON-0000-0000-0153,32.82,Cappuccino
2024-07-31,20:53:35.077000,2024-07-31 20:53:35.077,Wednesday,Evening,20,card,ANON-0000-0000-0443,23.02,Cortado
2024-07-31,20:59:25.013000,2024-07-31 20:59:25.013,Wednesday,Evening,20,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-07-31,21:26:26,2024-07-31 21:26:26.000,Wednesday,Evening,21,card,ANON-0000-0000-0444,32.82,Latte
2024-07-31,21:54:11.824000,2024-07-31 21:54:11.824,Wednesday,Evening,21,card,ANON-0000-0000-0445,32.82,Latte
2024-07-31,21:55:16.570000,2024-07-31 21:55:16.570,Wednesday,Evening,21,card,ANON-0000-0000-0446,32.82,Latte
2024-08-01,07:31:00.085000,2024-08-01 07:31:00.085,Thursday,Morning,7,card,ANON-0000-0000-0423,27.92,Americano with Milk
2024-08-01,09:25:20.060000,2024-08-01 09:25:20.060,Thursday,Morning,9,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-08-01,11:04:14.067000,2024-08-01 11:04:14.067,Thursday,Morning,11,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-08-01,11:22:46.369000,2024-08-01 11:22:46.369,Thursday,Morning,11,card,ANON-0000-0000-0447,27.92,Americano with Milk
2024-08-01,13:22:46.601000,2024-08-01 13:22:46.601,Thursday,Afternoon,13,card,ANON-0000-0000-0448,23.02,Cortado
2024-08-01,13:23:37.314000,2024-08-01 13:23:37.314,Thursday,Afternoon,13,card,ANON-0000-0000-0448,32.82,Cappuccino
2024-08-01,13:49:07.265000,2024-08-01 13:49:07.265,Thursday,Afternoon,13,card,ANON-0000-0000-0449,32.82,Cappuccino
2024-08-01,15:43:43.820000,2024-08-01 15:43:43.820,Thursday,Afternoon,15,card,ANON-0000-0000-0423,27.92,Americano with Milk
2024-08-01,16:24:00.663000,2024-08-01 16:24:00.663,Thursday,Afternoon,16,card,ANON-0000-0000-0450,27.92,Americano with Milk
2024-08-01,16:26:07.331000,2024-08-01 16:26:07.331,Thursday,Afternoon,16,card,ANON-0000-0000-0450,23.02,Americano
2024-08-01,17:23:35.238000,2024-08-01 17:23:35.238,Thursday,Evening,17,card,ANON-0000-0000-0451,23.02,Americano
2024-08-01,20:41:28.118000,2024-08-01 20:41:28.118,Thursday,Evening,20,card,ANON-0000-0000-0452,32.82,Cappuccino
2024-08-02,09:01:54.165000,2024-08-02 09:01:54.165,Friday,Morning,9,card,ANON-0000-0000-0453,27.92,Americano with Milk
2024-08-02,09:35:02.899000,2024-08-02 09:35:02.899,Friday,Morning,9,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-08-02,11:09:19.465000,2024-08-02 11:09:19.465,Friday,Morning,11,card,ANON-0000-0000-0141,23.02,Cortado
2024-08-02,18:08:35.282000,2024-08-02 18:08:35.282,Friday,Evening,18,card,ANON-0000-0000-0454,27.92,Americano with Milk
2024-08-02,21:23:04.359000,2024-08-02 21:23:04.359,Friday,Evening,21,card,ANON-0000-0000-0009,32.82,Latte
2024-08-03,08:53:46.651000,2024-08-03 08:53:46.651,Saturday,Morning,8,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-08-03,09:37:19.213000,2024-08-03 09:37:19.213,Saturday,Morning,9,card,ANON-0000-0000-0401,27.92,Americano with Milk
2024-08-03,09:38:41.010000,2024-08-03 09:38:41.010,Saturday,Morning,9,card,ANON-0000-0000-0401,27.92,Americano with Milk
2024-08-03,10:12:25.650000,2024-08-03 10:12:25.650,Saturday,Morning,10,card,ANON-0000-0000-0304,27.92,Americano with Milk
2024-08-03,11:20:26.571000,2024-08-03 11:20:26.571,Saturday,Morning,11,card,ANON-0000-0000-0455,23.02,Cortado
2024-08-03,11:21:22,2024-08-03 11:21:22.000,Saturday,Morning,11,card,ANON-0000-0000-0455,23.02,Cortado
2024-08-03,11:56:36.628000,2024-08-03 11:56:36.628,Saturday,Morning,11,card,ANON-0000-0000-0040,18.12,Espresso
2024-08-03,11:57:31.273000,2024-08-03 11:57:31.273,Saturday,Morning,11,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-08-03,12:03:35.777000,2024-08-03 12:03:35.777,Saturday,Afternoon,12,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-08-03,16:53:59.927000,2024-08-03 16:53:59.927,Saturday,Afternoon,16,card,ANON-0000-0000-0322,27.92,Americano with Milk
2024-08-03,18:38:42.026000,2024-08-03 18:38:42.026,Saturday,Evening,18,card,ANON-0000-0000-0456,32.82,Cappuccino
2024-08-03,21:30:48.958000,2024-08-03 21:30:48.958,Saturday,Evening,21,card,ANON-0000-0000-0457,32.82,Latte
2024-08-03,21:33:06.265000,2024-08-03 21:33:06.265,Saturday,Evening,21,card,ANON-0000-0000-0457,32.82,Latte
2024-08-04,08:18:37.314000,2024-08-04 08:18:37.314,Sunday,Morning,8,card,ANON-0000-0000-0458,32.82,Cappuccino
2024-08-04,10:37:51.103000,2024-08-04 10:37:51.103,Sunday,Morning,10,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024-08-04,11:50:54.603000,2024-08-04 11:50:54.603,Sunday,Morning,11,card,ANON-0000-0000-0258,32.82,Cappuccino
2024-08-04,11:52:33.017000,2024-08-04 11:52:33.017,Sunday,Morning,11,card,ANON-0000-0000-0258,27.92,Americano with Milk
2024-08-04,15:33:52.137000,2024-08-04 15:33:52.137,Sunday,Afternoon,15,card,ANON-0000-0000-0268,32.82,Cappuccino
2024-08-04,15:35:05.906000,2024-08-04 15:35:05.906,Sunday,Afternoon,15,card,ANON-0000-0000-0268,32.82,Cappuccino
2024-08-05,08:50:05.753000,2024-08-05 08:50:05.753,Monday,Morning,8,card,ANON-0000-0000-0459,23.02,Cortado
2024-08-05,09:19:19.176000,2024-08-05 09:19:19.176,Monday,Morning,9,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024-08-05,11:20:47.444000,2024-08-05 11:20:47.444,Monday,Morning,11,card,ANON-0000-0000-0375,23.02,Cortado
2024-08-05,13:45:22.454000,2024-08-05 13:45:22.454,Monday,Afternoon,13,card,ANON-0000-0000-0460,32.82,Cappuccino
2024-08-05,16:05:57.738000,2024-08-05 16:05:57.738,Monday,Afternoon,16,card,ANON-0000-0000-0461,32.82,Latte
2024-08-05,16:07:18.837000,2024-08-05 16:07:18.837,Monday,Afternoon,16,card,ANON-0000-0000-0461,32.82,Latte
2024-08-05,17:44:24.506000,2024-08-05 17:44:24.506,Monday,Evening,17,card,ANON-0000-0000-0462,32.82,Latte
2024-08-05,17:45:32.117000,2024-08-05 17:45:32.117,Monday,Evening,17,card,ANON-0000-0000-0462,27.92,Americano with Milk
2024-08-05,19:20:02.677000,2024-08-05 19:20:02.677,Monday,Evening,19,card,ANON-0000-0000-0019,32.82,Latte
2024-08-05,19:34:51.484000,2024-08-05 19:34:51.484,Monday,Evening,19,card,ANON-0000-0000-0009,32.82,Latte
2024-08-05,20:49:30.945000,2024-08-05 20:49:30.945,Monday,Evening,20,card,ANON-0000-0000-0463,32.82,Cocoa
2024-08-05,20:50:21.919000,2024-08-05 20:50:21.919,Monday,Evening,20,card,ANON-0000-0000-0463,32.82,Cocoa
2024-08-05,22:43:48.193000,2024-08-05 22:43:48.193,Monday,Evening,22,card,ANON-0000-0000-0464,27.92,Americano with Milk
2024-08-06,10:21:03.320000,2024-08-06 10:21:03.320,Tuesday,Morning,10,card,ANON-0000-0000-0375,23.02,Cortado
2024-08-06,10:32:32.335000,2024-08-06 10:32:32.335,Tuesday,Morning,10,card,ANON-0000-0000-0465,32.82,Hot Chocolate
2024-08-06,17:40:49.201000,2024-08-06 17:40:49.201,Tuesday,Evening,17,card,ANON-0000-0000-0466,32.82,Cappuccino
2024-08-06,17:42:52.700000,2024-08-06 17:42:52.700,Tuesday,Evening,17,card,ANON-0000-0000-0466,32.82,Latte
